NAMN2,Geo Point,Geo Shape
Czernikowo,52.9386884999998,18.9553499999998
Kobierzyce,51.0099459999998,16.9527519999998
Orzysz,53.8033714999998,21.9380924999998
Błonie,52.1863014999998,20.6096839999998
Namysłów,51.0745849999998,17.7162529999998
Wolsztyn,52.081177499999896,16.1419564999998
Piaseczno,52.066005499999896,21.0178809999998
Nietkowice,52.05299049999989,15.359184499999799
Pyrzyce,53.1477314999998,14.8847524999998
Żydowo,52.4526114999998,17.5683009999998
Pisarzowa,49.6958904999998,20.480233499999798
Sieniawa Żarska,51.6366124999998,15.0607624999998
Pabianice,51.661511999999895,19.3256994999998
Mikołajki,53.8100844999998,21.5858334999998
Kórnik,52.2827709999998,17.1015544999998
Wola Baranowska,50.4699444999999,21.5563479999998
Kowalewo Pomorskie,53.162519999999994,18.8674299999998
Śmigiel,51.9791609999998,16.3114994999998
Kalisz Pomorski,53.2770579999998,15.8816824999998
Łęgowo,52.1324589999998,15.6759934999998
Klewki,53.7276659999998,20.5911399999998
Pisz,53.631463999999895,21.7964744999998
Bystra Podhalańska,49.6459454999998,19.7974464999998
Baranowo,53.8200154999998,21.447407499999798
Gryfów Śląski,51.0363544999998,15.4274659999998
Ryki,51.6065169999999,21.9452344999998
Puszczykowo,52.2962714999999,16.8714229999998
Łysomice,53.0823279999999,18.6187669999998
Imielin,50.1438709999998,19.1753569999998
Bogatynia,50.9097454999998,14.9575514999998
Rzemień,50.2183569999998,21.5070974999998
Czyżowice,49.9736144999999,18.4228409999998
Koźmin Wielkopolski,51.83256,17.4435364999998
Sulów,50.9012969999998,22.3306304999998
Libiąż,50.1138749999998,19.3230809999998
Morąg,53.9187454999998,19.9245259999998
Osie,53.5948204999998,18.3422754999998
Pamiątkowo,52.553830999999796,16.6850994999998
Leszno,51.860085999999896,16.6186489999998
Wiśniowa,49.8666304999998,21.6534294999998
Więcbork,53.3471534999998,17.4712829999998
Koniecpol,50.7765554999998,19.701143499999798
Zagórz,49.5094094999998,22.2607909999998
Złocieniec,53.5288734999998,16.0143164999998
Dziemiany,54.013836999999796,17.7768749999998
Rypin,53.0690194999998,19.4277139999998
Kozienice,51.5407324999998,21.6449214999998
Lubaczów,50.1659814999998,23.1260574999998
Zgierz,51.8146174999998,19.457440499999798
Strzałkowo,52.3106304999998,17.8067724999998
Słupca,52.2876229999999,17.8519164999998
Międzyrzecz,52.4456884999998,15.5918899999998
Elbląg,54.1506599999998,19.4180634999998
Knurów,50.2174654999998,18.6847634999998
Kościerzyna,54.1204734999998,17.994176999999798
Brodnica,53.2626574999999,19.4044089999998
Krypno Wielkie,53.28590499999989,22.8941954999998
Gliwice,50.3011424999999,18.6761104999998
Tłuszcz,52.4157574999998,21.3996399999998
Wschowa,51.794214499999796,16.3178459999998
Dobra k/Limanowej,49.724088499999894,20.2508879999998
Międzylesie,50.1455414999998,16.6552149999998
Wydminy,53.9749699999998,22.0352929999998
Gołąb,51.5006589999998,21.9193329999998
Kalwaria Zebrzydowska,49.8671589999998,19.6239624999998
Serock,53.3585739999998,18.0883734999998
Szczepanów,50.8986414999999,16.6255689999998
Kolonowskie,50.650929999999896,18.3913509999998
Syców,51.2894484999998,17.7117574999998
Rzezawa,49.9845409999998,20.5127029999998
Nisko,50.5260674999998,22.1052074999998
Lubomino,54.06620649999989,20.232552499999798
Małdyty,53.9215149999998,19.7349804999998
Radomsko,51.075078999999896,19.4376974999998
Piasek,50.012610499999894,18.9400889999998
Zgierz,51.8498469999998,19.4260324999998
Biadki,51.6771654999998,17.5665484999998
Otwock,52.1069554999998,21.2655769999998
Gierałtów,51.18610749999989,15.3027444999998
Rabka Zdrój,49.6105444999998,19.9521754999998
Siewierz,50.47986149999989,19.2379964999998
Wojnowice,50.0640064999998,18.1336689999998
Chociwel,53.4707239999999,15.3352404999998
Węgliniec,51.2901989999998,15.224484999999799
Lutol Suchy,52.345744999999894,15.7515744999998
Żagań,51.604468999999895,15.3137259999998
Jasień,51.7533749999998,15.0274474999998
Zbydniów,50.6353239999999,21.9191499999998
Wołczyn,51.0137394999998,18.044658499999798
Miedźno,51.0139229999998,18.943975499999798
Wągrowiec,52.809349999999895,17.2018869999998
Chrzanów,50.1357674999998,19.4018794999998
Kobiór,50.0666509999998,18.9235174999998
Chrząstowice,50.6603149999999,18.0733294999998
Nowogrodziec,51.1886749999998,15.3893489999998
Pietrowice Wielkie,50.0844169999998,18.0924264999998
Padew,50.4325109999998,21.5041629999998
Zebrzydowice,49.8714129999999,18.619387999999798
Trzciana,50.0785364999998,21.8354224999998
Śmigiel,51.960027499999896,16.3362794999998
Zwięczyca,50.0049729999998,21.95522
Dolice,53.1985619999998,15.2097524999998
Kielce,50.872389999999896,20.6169229999998
Łochów,52.5347249999998,21.6903629999998
Katowice,50.2568099999998,19.0261609999998
Mścice,54.2142189999998,16.0731069999998
Szczytno,53.5596049999998,20.9997739999998
Chełmek,50.1079759999998,19.2652359999998
Szamotuły,52.6007714999998,16.5909054999998
Czudec,49.9332569999999,21.8687619999998
Budzyń,52.8932109999998,16.9662044999998
Wrocław Świebodzki,51.1000649999998,17.0294089999998
Rokitno,52.5765529999998,15.6328144999998
Trzebiatów,54.060613499999896,15.2773534999998
Pustków,50.1454439999999,21.4959914999998
Szydłów,50.606360499999894,17.706842499999798
Barłogi,52.2160234999998,18.7685584999998
Strzelin,50.7811484999998,17.0592964999998
Unisław,50.7115269999998,16.2240639999998
Czarna Tarnowska,50.061052499999896,21.2473354999998
Runowo Krajeńskie,53.316352499999894,17.4271269999998
Świdnica Miasto,50.8372494999998,16.4822269999998
Pyskowice,50.3854054999998,18.6165069999998
Szalowa,49.6766594999998,21.029397999999798
Tworków,50.0185939999998,18.2475379999998
Dąbrowa Górnicza,50.330321999999896,19.1860664999998
Mielec,50.2933494999998,21.4293224999998
Zamość,50.71359699999989,23.2418609999998
Wieliszew,52.4548244999998,21.0125879999998
Radzymin,52.4240839999998,21.1771119999998
Justynów,51.7299569999998,19.6870614999998
Giżycko,54.0292809999998,21.7869509999998
Powrożnik,49.3694064999998,20.9419169999998
Raczyce,50.5752089999998,20.8771699999998
Gogolin,50.49407049999989,18.0179419999998
Braniewo,54.3798524999998,19.8420299999998
Sokółka,53.4032784999998,23.5078064999998
Nowy Dwór Mazowiecki,52.425085499999895,20.7249319999998
Bodzechów,50.9139474999998,21.4337394999998
Dęblin,51.5461659999998,21.8189689999998
Brusy,53.8842929999998,17.7288279999998
Nasielsk,52.5733304999998,20.7679104999998
Chrzęsne,52.4448139999998,21.4701364999998
Zielona Góra,51.948185499999894,15.4965589999998
Frysztak,49.8291879999998,21.6197344999998
Kościan,52.0789884999998,16.6420489999998
Grudziądz,53.4822459999998,18.7605734999998
Iłowo,53.164944999999896,20.2949644999998
Dygowo,54.1402684999999,15.7294189999998
Krajenka,53.2879779999998,16.9898219999998
Rozmierka,50.5624614999998,18.2764214999998
Ropczyce,50.0785429999999,21.581773499999798
Nowa Sól,51.7986129999998,15.7089199999998
Lachowice,49.7082439999998,19.4351744999998
Strzyżów n/Wisłokiem,49.8694159999998,21.7989494999998
Nakło nad Notecią,53.1411774999998,17.6011319999998
Krasnystaw,50.9804184999998,23.1837504999998
Rudnik n/Sanem,50.4300404999998,22.2576909999998
Goczałków,51.0062304999998,16.3285924999998
Słupia,51.2510464999998,18.0423084999998
Narzym,53.1895739999998,20.2543614999998
Dęblin,51.5747704999998,21.8394319999998
Raba Wyżna,49.5629714999998,19.8804959999998
Rajec Poduchowny,51.4154654999998,21.2538499999998
Granowo Nowotomyskie,52.2251659999998,16.5317749999998
Krzywda,51.792689999999894,22.2006254999998
Jasienica,53.589713499999895,14.5406409999998
Gniezno,52.5294819999998,17.6011149999998
Siewierz,50.4652309999998,19.0964009999998
Pieniężno,54.24420549999989,20.1279314999998
Żmigród,51.46636699999989,16.900888499999798
Borek Strzeliński,50.8793829999999,17.0246039999998
Przemyśl Główny,49.7838319999998,22.7808779999998
Lwówek Śląski,51.1090634999998,15.5940284999998
Przysucha,51.3786089999998,20.6553264999998
Węgierska Górka,49.6095534999998,19.1362884999998
Bieruń,50.0963724999998,19.1308779999998
Tarnowiec,49.73600799999989,21.5770844999998
Witków Śląski,50.7937104999998,16.1273254999998
Spytkowice,49.9780779999998,19.4565024999998
Krzeszowice,50.1311584999999,19.6321314999998
Głogów,51.6701519999998,16.0777009999998
Lidzbark Działdowski Miasto,53.259075499999895,19.8242594999998
Wrześnica,54.4020269999998,16.774403999999798
Woźniki,49.9620979999999,19.4558934999998
Kluczbork,50.992606499999894,18.1433454999998
Siechnice,51.0384459999998,17.1436139999998
Jasło,49.7373189999998,21.4699984999998
Skoki,52.6735164999998,17.1618729999998
Rzepin,52.3500464999998,14.8160054999998
Pionki,51.472092499999796,21.4421844999998
Pruchna,49.8782359999998,18.6826104999998
Pilchowice Zapora,50.968560499999896,15.6546394999998
Wadowice,49.88361499999989,19.5028954999998
Pruszków,52.1687534999998,20.8000454999998
Biała Piska,53.614929499999796,22.0683719999998
Lubartów,51.4409174999998,22.6096779999998
Zwierzyniec,50.5928684999998,22.994570999999798
Orzechowo,52.1272844999998,17.477907499999798
Rydzyna,51.7714719999998,16.6462089999998
Solec Kujawski,53.0776914999998,18.2284649999998
Sochaczew,52.214800999999895,20.2376479999998
Miłobądz,54.1480439999998,18.7394199999998
Zagnańsk,50.9746119999998,20.6638864999998
Rzepedź,49.373899499999894,22.1128409999998
Muszyna,49.3414099999999,20.8909029999998
Miastko,53.9993414999998,16.9647239999998
Pszczółki,54.1844019999998,18.6827389999998
Białystok,53.1341719999998,23.1360404999998
Rajec Poduchowny,51.4257819999998,21.2818644999998
Ruda Łańcucka,50.3032244999998,22.3647369999998
Szydłowiec,51.223780999999796,20.9472649999998
Racibórz,50.0883094999998,18.2249094999998
Budachów,52.1502594999998,15.0847544999998
Warszawa Ursus,52.1959649999998,20.883089499999798
Stare Juchy,53.9241589999998,22.1739944999998
Ostrów Wielkopolski,51.6498119999999,17.8052974999998
Michałów,52.4217524999998,20.9625734999998
Czechowice-Dziedzice,49.9378274999999,18.9741889999998
Zbąszynek,52.24166149999989,15.8171299999998
Tarnobrzeg,50.5699279999998,21.6976034999998
Oława,50.9316249999999,17.2965744999998
Lubicz,53.0268994999998,18.7513099999998
Parczew,51.6268439999998,22.8733249999998
Ożarów Mazowiecki,52.2074744999999,20.7983709999998
Lubliniec,50.6831219999999,18.6316729999998
Kłobuck,50.9106804999998,18.9230204999998
Siemianowice Śląskie,50.3012169999998,19.0298229999998
Kołobrzeg,54.1822264999998,15.5695664999998
Łask,51.603514999999895,19.1144324999998
Sieradz,51.5976229999998,18.7099324999998
Niedoradz,51.8653854999998,15.6644084999998
Poznań Główny,52.4031604999998,16.9129689999998
Chełmce,52.6248804999999,18.4681974999998
Krynica,49.4007669999998,20.957644499999798
Święta Katarzyna,51.02967699999989,17.1230089999998
Pszenno,50.8563664999998,16.5302749999998
Toszek,50.44188249999989,18.5126224999998
Sieraków Śląski,50.8012909999998,18.5904979999998
Działoszyn,51.116693999999896,18.9140769999998
Przylep,51.978377499999894,15.4386399999998
Jaworzyna Śląska,50.9127994999998,16.4288839999998
Chodzież,52.9930744999998,16.9098799999998
Ciechanów,52.8885509999998,20.5834694999998
Opatówek,51.7435684999998,18.2233774999998
Łańcut,50.0818964999998,22.2298199999998
Sieniawa,49.53940049999989,19.9260454999998
Pakość,52.8022159999998,18.080803999999798
Czarna Białostocka,53.3060244999998,23.279669499999798
Wałcz,53.2746159999998,16.4849829999998
Barcin,52.8521149999998,17.9418884999998
Reda,54.599546499999796,18.3479789999998
Żnin,52.848941999999894,17.7363379999998
Orneta,54.114512999999796,20.1508484999998
Świnoujście,53.903721999999895,14.2649944999998
Piechowice,50.8517699999998,15.5930714999998
Pobiedziska,52.4797089999998,17.2822034999998
Byczyna,51.1156439999998,18.1993729999998
Chludowo,52.5618094999998,16.8247424999998
Ruda,53.58847599999989,22.5206614999998
Jadowniki,52.8494729999999,17.8394949999998
Drygały,53.680578999999895,22.1059934999998
Siedlce,52.1631174999998,22.2695609999998
Zembrzyce,49.776985499999896,19.5876894999998
Krężnica Jara,51.1530524999998,22.4642939999998
Stoczek Łukowski,51.9550964999999,21.959978999999798
Chmielnik,50.6080424999998,20.7328129999998
Bukowice Trzebnickie,51.4002339999998,17.3681319999998
Kamień Śląski,50.5522069999998,18.1194394999998
Lipno Nowe,51.8459534999998,16.5654944999998
Piotrków Kujawski,52.5377179999998,18.5192529999998
Czarna Woda,53.8513669999998,18.1092074999998
Baboszewo,52.683800999999896,20.2577669999998
Czaplinek,53.5383569999999,16.2422929999998
Jedlicze,49.718999499999896,21.6481224999998
Rokiciny Podhalańskie,49.5792769999999,19.9079379999998
Malbork,54.0370299999998,19.0400409999998
Szybowice,50.3440724999998,17.4821884999998
Fasty,53.175828999999894,23.0258689999998
Ustroń,49.7202299999998,18.8174779999998
Szubin,53.0020189999999,17.7448619999998
Zebrzydowa,51.2543334999998,15.3935489999998
Bardo,50.5295364999998,16.8200464999998
Otmuchów Jezioro,50.4743724999998,17.1526649999998
Chocicza,52.0695029999998,17.3508519999998
Stróże,49.65678199999989,20.9738514999998
Czarnocin,51.5962139999998,19.7246619999998
Sędziszów,50.5660304999998,20.0550334999998
Dopiewo,52.3536189999998,16.6791959999998
Buk,52.345015499999896,16.5264964999998
Koronowo,53.3074229999998,17.9508914999998
Dobrzyniewo-Duże,53.1946494999998,23.0010939999998
Żyrardów,52.0518174999998,20.4469279999998
Trzemeszno,52.5699974999998,17.8196064999998
Biała,51.263335999999796,18.4229354999998
Kamień Pomorski,53.9679699999998,14.7724104999998
Chrośnica,52.281860499999894,15.993455499999799
Nowy Targ,49.4720894999998,20.0162294999998
Czempiń,52.1388964999998,16.7517134999998
Góra Kalwaria,51.9888134999998,21.1913819999998
Czempiń,52.111774999999895,16.7038304999998
Nidzica,53.356281999999894,20.4144254999998
Błaszki,51.6751034999998,18.4695359999998
Radlin,52.0349389999998,17.498873999999798
Kłyżów,50.5373754999999,22.178424999999798
Bielsko-Biała Główna,49.8293814999998,19.0458224999998
Goleszów Górny,49.7466984999998,18.7486554999998
Czarne,53.6797044999998,16.9372449999998
Łańcut,50.0827284999998,22.2645704999998
Rycerka,49.4992979999998,19.0815399999998
Rożnowo,52.6780439999998,16.8708884999998
Puławy,51.40831299999989,22.0141044999998
Bełżec,50.3755494999998,23.4523814999998
Zaręba,51.0979814999998,15.2171189999998
Ryjewo,53.8428189999998,18.9569434999998
Czerniewice,52.547025999999896,19.090866499999798
Zielonka,52.31107,21.155374499999798
Wąchock,51.0800894999998,21.015908999999798
Krobia,51.75913299999989,16.9691069999998
Karlino,54.0448319999998,15.883821499999799
Kruszyna,51.545427499999896,21.1779329999998
Kielcza,50.5634879999998,18.5617179999998
Gorzanów,50.3530304999998,16.6408119999998
Jankowce,49.4650329999998,22.3993649999998
Wyszków,52.5998854999998,21.4459739999998
Topola Osiedle,51.6128989999998,17.7613544999998
Jawiszowice,49.9719569999998,19.1283899999998
Gniewkowo,52.8873984999999,18.4021954999998
Jaroszów,50.9893744999999,16.4265699999998
Jeleśnia,49.6671324999998,19.279071499999798
Sztum,53.9292469999998,19.0206479999998
Nieporęt,52.4304394999998,21.0326214999998
Wolsztyn,52.1133269999998,16.1060864999998
Szymiszów,50.5292624999998,18.2212224999998
Zabrze,50.3052339999998,18.7841979999998
Gostyń,51.883704499999894,17.0082284999998
Chmielów,50.512613499999894,21.6546224999998
Zblewo,53.9301824999998,18.2602149999998
Starogard Gdański,53.9779254999998,18.5282379999998
Głowno,51.9625674999998,19.7029294999998
Koszalin,54.1914704999998,16.1697609999998
Śliwice,53.7111499999998,18.1827574999998
Przeciszów,50.0125384999998,19.3712819999998
Skawina,49.9769994999998,19.8207969999998
Rudna Wielka,50.080397999999796,21.9339839999998
Brzezie,52.6963429999998,18.9637919999998
Skierniewice,51.9699469999999,20.1592824999998
Stary Węgliniec,51.2879214999998,15.131616499999799
Drogomyśl,49.8884034999998,18.7684549999998
Subkowy,54.001375499999895,18.7602294999998
Nowogrodziec,51.20549249999989,15.3862744999998
Chorzów Miasto,50.29807149999989,18.9480514999998
Janków Przygodzki,51.6101149999998,17.8089374999998
Wąbrzeźno,53.2663209999998,18.9836244999998
Przytoczno,52.5804854999998,15.6698919999998
Kąkolewo,51.8576484999998,16.6839734999998
Rajcza,49.5151614999998,19.1142069999998
Staniszcze Małe,50.6644269999998,18.3187764999998
Opoczno,51.3600359999998,20.2333074999998
Opoczno,51.3727119999998,20.271720499999798
Prudnik,50.3287114999999,17.5853654999998
Radom,51.39161899999989,21.1564034999998
Grajewo,53.6495344999998,22.4483339999998
Jastrowie,53.4067804999998,16.7967304999998
Kępno,51.292106499999896,18.0010914999998
Limanowa,49.7135914999998,20.4215324999998
Brzeszcze,49.9977544999998,19.1599629999998
Strumiany,51.9197284999998,17.2290564999998
Chruszczobród,50.3882154999998,19.2937079999998
Sandomierz,50.6635059999998,21.7661344999998
Chludowo,52.584388499999896,16.8229429999998
Oświęcim,50.0408229999998,19.1988494999998
Czechy,51.9445304999998,21.6049974999998
Rzozów,49.950225499999895,19.8044484999998
Skrzydlna,49.7273954999998,20.1867034999998
Wieruszów,51.2999154999999,18.131437499999798
Lubawka,50.7042809999998,16.0022234999998
Mońki,53.4016799999998,22.7963124999998
Brzeźno,51.1561079999999,23.6162129999998
Kalety,50.5704889999998,18.8865404999998
Siedliska,53.9995864999998,21.9272609999998
Nysa,50.4772749999998,17.3418754999998
Brody,52.5163394999998,20.7488769999998
Ostrzeszów,51.4314589999998,17.9385374999998
Zawidz Kościelny,52.8237889999998,19.8791549999998
Skopanie,50.4753394999998,21.582962499999798
Piechcin,52.818254999999894,18.0379209999998
Tychowo,53.9211244999999,16.2378674999998
Witnica,52.6674629999998,14.8975164999998
Łętownia,50.3615894999998,22.2593974999998
Starachowice,51.0527414999999,21.0550239999998
Kęty,49.8808419999998,19.226891499999798
Żukowo,54.3506094999998,18.3769764999998
Paczków,50.47842299999989,17.0136749999998
Goświnowice,50.4793754999998,17.2571814999998
Wilków,51.0941714999998,17.658488499999798
Suchedniów,51.0449459999998,20.849921499999798
Trawniki,51.1344974999998,22.9965459999998
Prabuty,53.758835999999796,19.2092484999998
Rejowiec Fabryczny,51.1178274999998,23.2372239999998
Koło,52.2100114999998,18.6335474999998
Wieluń,51.221836999999894,18.5844374999998
Rogów Sobócki,50.9342489999998,16.7596919999998
Pilchowice Zapora,50.9906574999999,15.6560514999998
Piława Górna,50.6789204999998,16.7735644999998
Chotomów,52.4154059999998,20.8844369999998
Kuźnica,54.7347179999998,18.5839799999998
Bielsk Podlaski,52.7606804999998,23.1884414999998
Leśna,51.0345814999998,15.2643039999998
Kotlin,51.91438099999989,17.6501299999998
Rybno Pomorskie,53.3803629999998,19.9184254999998
Jawor,51.0560929999998,16.1948884999998
Hel,54.611673999999894,18.8014594999998
Olszyny,53.5531544999998,21.1229574999998
Miejska Górka,51.6478819999998,16.9525019999998
Stargard Szczeciński,53.333496499999896,15.0352799999998
Wapno,52.9078124999998,17.4769614999998
Aleksandrów Kujawski,52.8749639999998,18.6974714999998
Międzyzdroje,53.9240559999998,14.454938
Żary,51.6343364999999,15.1379489999998
Stanowice,50.9295494999998,16.3749689999998
Lębork,54.5347699999998,17.7532179999998
Chróścina Nyska,50.6164409999998,17.3776144999998
Bojanowo,51.7002919999999,16.743919499999798
Środa Wielkopolska,52.2174594999999,17.2758959999998
Gostynin,52.432269999999896,19.4760674999998
Wronki,52.7053909999998,16.3827864999998
Drzewica,51.4368214999998,20.4659274999998
Mrzezino,54.6522519999998,18.4124509999998
Sanok,49.5515679999998,22.2136144999998
Reguły,52.1860654999998,20.8535824999998
Sulików,51.07924249999989,15.065596499999799
Sławno,54.3556879999998,16.6655934999998
Jaślany,50.3997134999999,21.4684869999998
Kwidzyn,53.7330174999998,18.9344984999998
Milanówek,52.1245789999998,20.6654224999998
Susiec,50.4183479999998,23.2237794999998
Siedlisko,52.984140499999896,16.3994244999998
Boleszkowice,52.7379504999998,14.5177299999998
Przygodzice,51.5711834999998,17.8286934999998
Sierpc,52.8471839999998,19.6564534999998
Ełk,53.8317324999998,22.3566069999998
Kuźnia Raciborska,50.2006774999998,18.2984289999998
Żelistrzewo,54.6713929999998,18.417225499999798
Goleniów,53.5591719999998,14.8392389999998
Kąty Wrocławskie,51.0375339999998,16.7492724999998
Długopole Zdrój,50.2382034999999,16.6388619999998
Frombork,54.3569999999998,19.6762079999998
Dębe Wielkie,52.1990444999998,21.4223949999998
Jabłonowo Pomorskie,53.3926929999998,19.1599734999998
Świdnik,51.2254294999998,22.6852309999998
Ruciane Nida,53.648023499999894,21.5642324999998
Korsze,54.1712269999998,21.1428689999998
Szklarska Poręba Górna,50.832303999999894,15.520476999999799
Szprotawa,51.5697159999998,15.5413704999998
Kaliska,53.9032824999998,18.2165439999998
Szalowa,49.6776794999998,21.0077014999998
Wola Rzędzińska,50.0339809999998,21.0650604999998
Krzyżanowice,49.991232999999895,18.27411
Kraśnik,50.9289559999998,22.2846889999998
Węgorzyno,53.5430144999998,15.5683204999998
Kozienice,51.6591419999998,21.4622199999998
Stryszów,49.8254764999998,19.6216389999998
Małaszewicze,52.0263489999998,23.5275849999998
Stare Kurowo,52.8542189999998,15.6756854999998
Wierzchosławice,52.8672194999998,18.3564839999998
Janikowo,52.747389999999896,18.1138104999998
Wielbark,53.398278999999796,20.9527934999998
Pokrzywnica,50.343743999999894,18.0767899999998
Żychlin,52.2134709999998,19.6159839999998
Długie,49.5784974999999,22.0470209999998
Szadkowice,51.419931999999896,20.1676664999998
Stąporków,51.1432704999998,20.5742459999998
Ziębice,50.6069209999998,17.0339799999998
Orzesze,50.1535814999998,18.7767424999998
Olszyna,51.0702199999998,15.3784684999998
Silno,53.6443254999998,17.6930779999998
Werbkowice,50.7458909999998,23.7692214999998
Chojnów,51.277740499999894,15.936198499999799
Tworóg,50.5314959999998,18.7122159999998
Tarnowskie Góry,50.4449149999998,18.8636119999998
Pionki,51.4800404999998,21.467290499999798
Zawada,50.7170999999998,23.1270644999998
Przeworsk,50.0659229999999,22.5170299999998
Pszczyna,49.976105999999895,18.9534594999998
Wróblik Szlachecki,49.6051719999998,21.9031869999998
Legnica,51.2133559999998,16.1672239999998
Żądowice,50.580716499999895,18.5133119999998
Kietrz,50.0761094999998,18.0073454999998
Działoszyn,51.1419709999998,18.9148574999998
Pruszcz Gdański,54.2562539999998,18.6466524999998
Tychy,50.1367354999998,18.9640729999998
Zduńska Wola,51.6114749999998,18.9505124999998
Stęszew,52.2800459999998,16.7091479999998
Wawrów,52.7287294999998,15.3122859999998
Mienia,52.1492044999999,21.6875779999998
Gościcino,54.6049279999998,18.1607484999998
Gronowo Elbląskie,54.0884669999998,19.3018924999998
Rzeczyca Ziemiańska,50.8359319999998,22.2015729999998
Czersk,53.8007809999998,17.9719929999998
Koszęcin,50.6236124999998,18.8345954999998
Chełmiec,49.6313674999998,20.6767284999998
Babiak,52.3510284999998,18.671795999999798
Żórawina,50.98087749999989,17.0489234999998
Kutno,52.2275959999998,19.346442999999798
Lubliniec,50.6805534999998,18.558797499999798
Prostki,53.6981984999999,22.429214499999798
Zagościniec,52.3789254999998,21.3134104999998
Szaflary,49.4389569999998,20.0173144999998
Nowa Iwiczna,52.0823389999998,21.0014479999998
Okonek,53.5162619999998,16.8280194999998
Rakoniewice,52.1385644999998,16.2646654999998
Barczewo,53.84818849999989,20.7125319999998
Sycewice,54.4147714999998,16.8530429999998
Trzebież Szczeciński,53.65436449999989,14.4942144999998
Wieruszów,51.2975339999998,18.1694589999998
Janowiec Wielkopolski,52.7544179999998,17.4859829999998
Dąbrowice,51.9344309999998,20.0929554999998
Klimontów,50.5230499999998,20.0288529999998
